Date,State,Rolling Avg Cases,Rolling Avg Deaths
2020-03-14,Connecticut,6.428571428571429,0.0
2020-03-15,Connecticut,8.875,0.0
2020-03-16,Connecticut,13.875,0.0
2020-03-17,Connecticut,22.125,0.0
2020-03-18,Connecticut,33.875,0.125
2020-03-19,Connecticut,53.375,0.625
2020-03-20,Connecticut,76.875,1.125
2020-03-21,Connecticut,103.375,1.75
2020-03-22,Connecticut,141.75,2.75
2020-03-23,Connecticut,190.375,4.0
2020-03-24,Connecticut,262.5,5.5
2020-03-25,Connecticut,363.375,7.875
2020-03-26,Connecticut,477.875,10.375
2020-03-27,Connecticut,619.375,13.25
2020-03-28,Connecticut,785.625,16.875
2020-03-29,Connecticut,1006.875,20.5
2020-03-30,Connecticut,1287.375,24.0
2020-03-31,Connecticut,1626.5,31.375
2020-04-01,Connecticut,1993.875,40.5
2020-04-02,Connecticut,2362.5,52.125
2020-04-03,Connecticut,2850.375,66.0
2020-04-04,Connecticut,3348.5,83.25
2020-04-05,Connecticut,3867.375,102.75
2020-04-06,Connecticut,4481.5,124.25
2020-04-07,Connecticut,5132.75,154.375
2020-04-08,Connecticut,5839.375,187.625
2020-04-09,Connecticut,6617.75,224.5
2020-04-10,Connecticut,7457.0,266.5
2020-04-11,Connecticut,8281.375,311.75
2020-04-12,Connecticut,9126.25,360.375
2020-04-13,Connecticut,10089.5,412.0
2020-04-14,Connecticut,10974.875,470.125
2020-04-15,Connecticut,11846.625,544.0
2020-04-16,Connecticut,12734.5,623.5
2020-04-17,Connecticut,13612.625,705.5
2020-04-18,Connecticut,14489.125,785.25
2020-04-19,Connecticut,15295.625,864.375
2020-04-20,Connecticut,16268.125,961.5
2020-04-21,Connecticut,17140.5,1064.125
2020-04-22,Connecticut,18200.5,1173.25
2020-04-23,Connecticut,19243.625,1269.625
2020-04-24,Connecticut,20248.25,1368.75
2020-04-25,Connecticut,21219.875,1472.0
2020-04-26,Connecticut,22184.75,1576.875
2020-04-27,Connecticut,23189.125,1687.5
2020-04-28,Connecticut,24001.25,1782.25
2020-04-29,Connecticut,24802.125,1875.375
2020-04-30,Connecticut,25456.0,1964.5
2020-05-01,Connecticut,26164.0,2052.0
2020-05-02,Connecticut,26834.75,2136.0
2020-05-03,Connecticut,27422.875,2207.75
2020-05-04,Connecticut,28010.875,2286.625
2020-05-05,Connecticut,28588.875,2364.25
2020-05-06,Connecticut,29174.25,2442.875
2020-05-07,Connecticut,29801.375,2521.5
2020-05-08,Connecticut,30390.25,2598.625
2020-05-09,Connecticut,30917.75,2672.75
2020-05-10,Connecticut,31451.125,2739.125
2020-05-11,Connecticut,32010.875,2810.625
2020-05-12,Connecticut,32555.875,2871.25
2020-05-13,Connecticut,33085.125,2932.75
2020-05-14,Connecticut,33643.75,2995.375
2020-05-15,Connecticut,34181.375,3056.375
2020-05-16,Connecticut,34717.875,3114.5
2020-05-17,Connecticut,35272.25,3174.0
2020-05-18,Connecticut,35842.5,3234.25
2020-05-19,Connecticut,36425.625,3292.25
2020-05-20,Connecticut,37011.125,3353.25
2020-05-21,Connecticut,37555.25,3410.375
2020-05-22,Connecticut,38077.25,3462.625
2020-05-23,Connecticut,38569.375,3511.375
2020-05-24,Connecticut,39040.0,3555.625
2020-05-25,Connecticut,39471.75,3597.375
2020-05-26,Connecticut,39870.125,3637.375
2020-05-27,Connecticut,40227.375,3678.75
2020-05-28,Connecticut,40545.125,3715.875
2020-05-29,Connecticut,40864.375,3751.625
2020-05-30,Connecticut,41162.125,3786.0
2020-05-31,Connecticut,41434.5,3819.625
2020-06-01,Connecticut,41718.5,3853.5
2020-06-02,Connecticut,41981.75,3882.25
2020-06-03,Connecticut,42205.25,3909.75
2020-06-04,Connecticut,42449.125,3935.25
2020-06-05,Connecticut,42686.75,3961.75
2020-06-06,Connecticut,42943.75,3985.125
2020-06-07,Connecticut,43187.0,4005.0
2020-06-08,Connecticut,43423.375,4022.5
2020-06-09,Connecticut,43603.25,4039.125
2020-06-10,Connecticut,43774.25,4057.625
2020-06-11,Connecticut,43945.5,4077.25
2020-06-12,Connecticut,44126.75,4096.25
2020-06-13,Connecticut,44318.5,4114.75
2020-06-14,Connecticut,44477.25,4133.0
2020-06-15,Connecticut,44635.625,4149.625
2020-06-16,Connecticut,44792.75,4165.375
2020-06-17,Connecticut,44949.0,4180.625
2020-06-18,Connecticut,45085.625,4193.875
2020-06-19,Connecticut,45222.625,4205.375
2020-06-20,Connecticut,45350.875,4216.875
2020-06-21,Connecticut,45446.0,4226.125
2020-06-22,Connecticut,45532.75,4233.875
2020-06-23,Connecticut,45615.75,4243.0
2020-06-24,Connecticut,45686.25,4252.625
2020-06-25,Connecticut,45756.875,4262.5
2020-06-26,Connecticut,45834.25,4272.625
2020-06-27,Connecticut,45915.375,4281.75
2020-06-28,Connecticut,45988.875,4289.875
2020-06-29,Connecticut,46064.75,4297.375
2020-06-30,Connecticut,46156.25,4304.75
2020-07-01,Connecticut,46240.375,4310.625
2020-07-02,Connecticut,46332.0,4315.5
2020-07-03,Connecticut,46422.375,4320.125
2020-07-04,Connecticut,46504.625,4323.625
2020-07-05,Connecticut,46568.5,4326.625
2020-07-06,Connecticut,46652.625,4329.375
2020-07-07,Connecticut,46736.5,4331.625
2020-07-08,Connecticut,46810.75,4334.25
2020-07-09,Connecticut,46890.375,4337.25
2020-07-10,Connecticut,46970.5,4340.0
2020-07-11,Connecticut,47041.75,4341.625
2020-07-12,Connecticut,47113.0,4343.25
2020-07-13,Connecticut,47212.125,4347.75
2020-07-14,Connecticut,47281.375,4352.0
2020-07-15,Connecticut,47356.75,4357.25
2020-07-16,Connecticut,47437.0,4363.0
2020-07-17,Connecticut,47522.5,4369.0
2020-07-18,Connecticut,47598.25,4375.0
2020-07-19,Connecticut,47674.0,4381.0
2020-07-20,Connecticut,47770.0,4388.25
2020-07-21,Connecticut,47843.25,4392.625
2020-07-22,Connecticut,47929.875,4396.875
2020-07-23,Connecticut,48004.375,4400.625
2020-07-24,Connecticut,48132.625,4403.625
2020-07-25,Connecticut,48243.0,4405.75
2020-07-26,Connecticut,48353.375,4407.875
2020-07-27,Connecticut,48489.625,4410.625
2020-07-28,Connecticut,48617.375,4412.75
2020-07-29,Connecticut,48797.875,4415.125
2020-07-30,Connecticut,48978.75,4418.25
2020-07-31,Connecticut,49176.0,4421.0
2020-08-01,Connecticut,49305.25,4423.375
2020-08-02,Connecticut,49434.5,4425.75
2020-08-03,Connecticut,49595.25,4428.75
2020-08-04,Connecticut,49736.125,4431.125
2020-08-05,Connecticut,49879.625,4432.875
2020-08-06,Connecticut,49967.75,4434.375
2020-08-07,Connecticut,50049.0,4435.625
2020-08-08,Connecticut,50112.75,4436.75
2020-08-09,Connecticut,50176.5,4437.875
2020-08-10,Connecticut,50271.125,4439.375
2020-08-11,Connecticut,50348.875,4440.25
2020-08-12,Connecticut,50423.375,4441.875
2020-08-13,Connecticut,50493.0,4443.5
2020-08-14,Connecticut,50574.5,4445.5
2020-08-15,Connecticut,50646.625,4447.0
2020-08-16,Connecticut,50718.75,4448.5
2020-08-17,Connecticut,50837.125,4450.375
2020-08-18,Connecticut,50923.125,4451.875
2020-08-19,Connecticut,51001.875,4453.5
2020-08-20,Connecticut,51092.625,4454.5
2020-08-21,Connecticut,51184.75,4455.75
2020-08-22,Connecticut,51262.5,4456.625
2020-08-23,Connecticut,51340.25,4457.5
2020-08-24,Connecticut,51479.5,4458.375
2020-08-25,Connecticut,51576.125,4459.25
2020-08-26,Connecticut,51696.75,4460.125
2020-08-27,Connecticut,51826.25,4461.125
2020-08-28,Connecticut,51959.125,4462.0
2020-08-29,Connecticut,52081.125,4462.625
2020-08-30,Connecticut,52203.125,4463.25
2020-08-31,Connecticut,52373.125,4463.875
2020-09-01,Connecticut,52497.5,4464.625
2020-09-02,Connecticut,52631.0,4465.125
2020-09-03,Connecticut,52754.625,4465.75
2020-09-04,Connecticut,52881.5,4466.125
2020-09-05,Connecticut,52990.25,4466.5
2020-09-06,Connecticut,53099.0,4466.875
2020-09-07,Connecticut,53207.75,4467.25
2020-09-08,Connecticut,53320.625,4468.375
2020-09-09,Connecticut,53428.75,4469.375
2020-09-10,Connecticut,53551.875,4470.75
2020-09-11,Connecticut,53691.5,4472.25
2020-09-12,Connecticut,53811.625,4473.75
2020-09-13,Connecticut,53931.75,4475.25
2020-09-14,Connecticut,54123.0,4477.375
2020-09-15,Connecticut,54331.25,4479.5
2020-09-16,Connecticut,54504.25,4481.125
2020-09-17,Connecticut,54693.625,4482.875
2020-09-18,Connecticut,54872.875,4484.625
2020-09-19,Connecticut,55023.0,4486.125
2020-09-20,Connecticut,55173.125,4487.625
2020-09-21,Connecticut,55385.375,4489.5
2020-09-22,Connecticut,55543.5,4490.875
2020-09-23,Connecticut,55704.0,4492.375
2020-09-24,Connecticut,55867.25,4493.875
2020-09-25,Connecticut,56017.375,4495.5
2020-09-26,Connecticut,56149.875,4496.625
2020-09-27,Connecticut,56282.375,4497.75
2020-09-28,Connecticut,56484.875,4499.125
2020-09-29,Connecticut,56648.0,4500.375
2020-09-30,Connecticut,56821.75,4501.875
2020-10-01,Connecticut,57000.125,4503.625
2020-10-02,Connecticut,57228.25,4505.375
2020-10-03,Connecticut,57442.0,4506.875
2020-10-04,Connecticut,57655.75,4508.375
2020-10-05,Connecticut,57972.375,4510.375
2020-10-06,Connecticut,58234.125,4512.625
2020-10-07,Connecticut,58488.5,4514.75
2020-10-08,Connecticut,58763.25,4517.125
2020-10-09,Connecticut,59050.25,4519.5
2020-10-10,Connecticut,59267.875,4521.625
2020-10-11,Connecticut,59485.5,4523.75
2020-10-12,Connecticut,59870.5,4526.125
2020-10-13,Connecticut,60192.625,4528.125
2020-10-14,Connecticut,60520.125,4530.125
2020-10-15,Connecticut,60853.125,4532.375
2020-10-16,Connecticut,61238.375,4534.25
2020-10-17,Connecticut,61587.375,4535.75
2020-10-18,Connecticut,61936.375,4537.25
2020-10-19,Connecticut,62434.25,4540.25
2020-10-20,Connecticut,62819.0,4543.625
2020-10-21,Connecticut,63215.75,4547.875
2020-10-22,Connecticut,63654.75,4551.875
2020-10-23,Connecticut,64157.75,4556.5
2020-10-24,Connecticut,64560.5,4560.875
2020-10-25,Connecticut,64963.25,4565.25
2020-10-26,Connecticut,65621.875,4571.125
2020-10-27,Connecticut,66198.875,4576.25
2020-10-28,Connecticut,66782.875,4581.875
2020-10-29,Connecticut,67479.75,4587.125
2020-10-30,Connecticut,68209.0,4593.0
2020-10-31,Connecticut,68853.375,4597.875
2020-11-01,Connecticut,69497.75,4602.75
2020-11-02,Connecticut,70473.5,4609.0
2020-11-03,Connecticut,71316.5,4614.75
2020-11-04,Connecticut,72158.5,4621.0
2020-11-05,Connecticut,73150.125,4627.5
2020-11-06,Connecticut,74110.0,4635.25
2020-11-07,Connecticut,74974.75,4642.125
2020-11-08,Connecticut,75839.5,4649.0
2020-11-09,Connecticut,77121.5,4659.25
2020-11-10,Connecticut,78262.625,4669.25
2020-11-11,Connecticut,79499.875,4679.375
2020-11-12,Connecticut,80815.625,4689.5
2020-11-13,Connecticut,82263.75,4699.625
2020-11-14,Connecticut,83578.75,4707.875
2020-11-15,Connecticut,84893.75,4716.125
2020-11-16,Connecticut,86788.625,4727.125
2020-11-17,Connecticut,88479.0,4736.25
2020-11-18,Connecticut,90234.125,4745.875
2020-11-19,Connecticut,92064.125,4757.0
2020-11-20,Connecticut,94010.375,4769.75
2020-11-21,Connecticut,95613.375,4781.125
2020-11-22,Connecticut,97216.375,4792.5
2020-11-23,Connecticut,99478.25,4809.25
2020-11-24,Connecticut,101227.75,4824.5
2020-11-25,Connecticut,102998.5,4843.875
2020-11-26,Connecticut,104514.0,4861.625
2020-11-27,Connecticut,106164.0,4881.125
2020-11-28,Connecticut,107553.0,4897.75
2020-11-29,Connecticut,108942.0,4914.375
2020-11-30,Connecticut,110920.25,4938.375
2020-12-01,Connecticut,112422.0,4959.5
2020-12-02,Connecticut,114190.25,4985.75
2020-12-03,Connecticut,116318.375,5008.875
2020-12-04,Connecticut,118638.75,5036.375
2020-12-05,Connecticut,120530.5,5059.5
2020-12-06,Connecticut,122422.25,5082.625
2020-12-07,Connecticut,125330.125,5115.5
2020-12-08,Connecticut,127950.5,5143.25
2020-12-09,Connecticut,130674.75,5173.875
2020-12-10,Connecticut,133368.875,5203.375
2020-12-11,Connecticut,135941.875,5234.875
2020-12-12,Connecticut,138322.625,5262.0
2020-12-13,Connecticut,140703.375,5289.125
2020-12-14,Connecticut,143988.0,5326.375
2020-12-15,Connecticut,146440.25,5356.625
2020-12-16,Connecticut,148880.625,5389.625
2020-12-17,Connecticut,151324.875,5423.0
2020-12-18,Connecticut,153800.25,5454.75
2020-12-19,Connecticut,155802.875,5482.0
2020-12-20,Connecticut,157805.5,5509.25
2020-12-21,Connecticut,160382.5,5548.375
2020-12-22,Connecticut,162253.5,5580.75
2020-12-23,Connecticut,164158.875,5614.5
2020-12-24,Connecticut,166029.125,5650.125
2020-12-25,Connecticut,167609.25,5680.0
2020-12-26,Connecticut,168854.375,5706.25
2020-12-27,Connecticut,170099.5,5732.5
2020-12-28,Connecticut,172401.75,5772.875
2020-12-29,Connecticut,174225.5,5803.875
2020-12-30,Connecticut,176063.375,5836.5
2020-12-31,Connecticut,177938.75,5868.875
2021-01-01,Connecticut,179559.375,5894.375
2021-01-02,Connecticut,181731.5,5932.875
2021-01-03,Connecticut,183903.625,5971.375
2021-01-04,Connecticut,186640.25,6018.5
2021-01-05,Connecticut,188611.25,6054.5
2021-01-06,Connecticut,190797.125,6092.75
2021-01-07,Connecticut,193184.0,6133.125
2021-01-08,Connecticut,195719.75,6174.25
2021-01-09,Connecticut,198255.5,6215.375
2021-01-10,Connecticut,200239.75,6243.5
2021-01-11,Connecticut,203144.5,6283.125
2021-01-12,Connecticut,205945.875,6318.25
2021-01-13,Connecticut,208896.875,6361.25
2021-01-14,Connecticut,211658.125,6401.625
2021-01-15,Connecticut,214241.125,6440.0
2021-01-16,Connecticut,216419.625,6473.75
2021-01-17,Connecticut,218598.125,6507.5
2021-01-18,Connecticut,221614.5,6550.75
2021-01-19,Connecticut,223972.125,6584.0
2021-01-20,Connecticut,226108.0,6618.625
2021-01-21,Connecticut,228010.5,6648.375
2021-01-22,Connecticut,230044.375,6681.625
2021-01-23,Connecticut,231843.5,6709.75
2021-01-24,Connecticut,233642.625,6737.875
2021-01-25,Connecticut,236168.875,6777.5
2021-01-26,Connecticut,238015.625,6810.5
2021-01-27,Connecticut,239905.625,6847.25
2021-01-28,Connecticut,241734.5,6884.0
2021-01-29,Connecticut,243512.875,6918.0
2021-01-30,Connecticut,245038.875,6946.375
2021-01-31,Connecticut,246564.875,6974.75
2021-02-01,Connecticut,248582.25,7012.25
2021-02-02,Connecticut,250193.5,7040.0
2021-02-03,Connecticut,251706.625,7067.875
2021-02-04,Connecticut,253031.875,7094.0
2021-02-05,Connecticut,254357.75,7118.25
2021-02-06,Connecticut,255526.375,7139.25
2021-02-07,Connecticut,256695.0,7160.25
2021-02-08,Connecticut,258409.5,7189.75
2021-02-09,Connecticut,259741.25,7212.125
2021-02-10,Connecticut,260863.0,7236.25
2021-02-11,Connecticut,262049.875,7260.875
2021-02-12,Connecticut,263224.375,7285.375
2021-02-13,Connecticut,264220.0,7306.25
2021-02-14,Connecticut,265215.625,7327.125
2021-02-15,Connecticut,266574.375,7356.25
2021-02-16,Connecticut,267459.75,7377.125
2021-02-17,Connecticut,268303.25,7399.375
2021-02-18,Connecticut,269104.125,7420.625
2021-02-19,Connecticut,269929.375,7441.75
2021-02-20,Connecticut,270649.875,7459.5
2021-02-21,Connecticut,271370.375,7477.25
2021-02-22,Connecticut,272370.0,7499.875
2021-02-23,Connecticut,273176.125,7515.5
2021-02-24,Connecticut,274096.375,7533.75
2021-02-25,Connecticut,275071.75,7551.0
2021-02-26,Connecticut,276077.125,7566.75
2021-02-27,Connecticut,276932.75,7579.125
2021-02-28,Connecticut,277788.375,7591.5
2021-03-01,Connecticut,278979.0,7607.5
2021-03-02,Connecticut,279953.25,7619.5
2021-03-03,Connecticut,280819.625,7632.75
2021-03-04,Connecticut,281609.125,7645.0
2021-03-05,Connecticut,282380.5,7656.25
2021-03-06,Connecticut,283053.5,7666.5
2021-03-07,Connecticut,283726.5,7676.75
2021-03-08,Connecticut,284657.75,7689.625
2021-03-09,Connecticut,285347.625,7700.625
2021-03-10,Connecticut,286038.75,7712.375
2021-03-11,Connecticut,286760.0,7722.75
2021-03-12,Connecticut,287519.625,7731.75
2021-03-13,Connecticut,288175.5,7739.375
2021-03-14,Connecticut,288831.375,7747.0
2021-03-15,Connecticut,289802.875,7757.5
2021-03-16,Connecticut,290622.75,7766.75
2021-03-17,Connecticut,291395.625,7775.25
2021-03-18,Connecticut,292249.0,7784.0
2021-03-19,Connecticut,293161.375,7792.875
2021-03-20,Connecticut,293925.625,7801.25
2021-03-21,Connecticut,294689.875,7809.625
2021-03-22,Connecticut,295826.125,7819.125
2021-03-23,Connecticut,296759.0,7826.25
2021-03-24,Connecticut,297767.375,7832.875
2021-03-25,Connecticut,298915.125,7839.75
2021-03-26,Connecticut,300130.875,7845.125
2021-03-27,Connecticut,301195.75,7849.25
2021-03-28,Connecticut,302260.625,7853.375
2021-03-29,Connecticut,303729.125,7859.75
2021-03-30,Connecticut,305027.75,7865.25
2021-03-31,Connecticut,306318.125,7870.375
2021-04-01,Connecticut,307623.875,7876.375
2021-04-02,Connecticut,308929.625,7881.625
2021-04-03,Connecticut,310022.875,7886.5
2021-04-04,Connecticut,311116.125,7891.375
2021-04-05,Connecticut,312546.75,7898.625
2021-04-06,Connecticut,313708.0,7904.5
2021-04-07,Connecticut,314796.875,7910.75
2021-04-08,Connecticut,315908.25,7917.5
2021-04-09,Connecticut,317048.0,7923.0
2021-04-10,Connecticut,318001.75,7928.0
2021-04-11,Connecticut,318955.5,7933.0
2021-04-12,Connecticut,320282.375,7939.625
2021-04-13,Connecticut,321411.625,7946.0
2021-04-14,Connecticut,322607.75,7952.75
2021-04-15,Connecticut,323761.875,7959.625
2021-04-16,Connecticut,324922.25,7966.5
2021-04-17,Connecticut,325856.75,7972.875
2021-04-18,Connecticut,326791.25,7979.25
2021-04-19,Connecticut,328018.125,7988.0
2021-04-20,Connecticut,328964.125,7995.875
2021-04-21,Connecticut,329877.375,8002.5
2021-04-22,Connecticut,330681.625,8009.375
2021-04-23,Connecticut,331527.375,8016.5
2021-04-24,Connecticut,332240.375,8023.0
2021-04-25,Connecticut,332953.375,8029.5
2021-04-26,Connecticut,333937.25,8038.375
2021-04-27,Connecticut,334679.625,8045.0
2021-04-28,Connecticut,335407.375,8052.5
2021-04-29,Connecticut,336088.875,8059.625
2021-04-30,Connecticut,336776.5,8066.875
2021-05-01,Connecticut,337334.875,8073.125
2021-05-02,Connecticut,337893.25,8079.375
2021-05-03,Connecticut,338615.625,8087.5
2021-05-04,Connecticut,339119.25,8093.875
2021-05-05,Connecticut,339648.125,8101.0
2021-05-06,Connecticut,340188.25,8107.375
2021-05-07,Connecticut,340722.125,8114.0
2021-05-08,Connecticut,341157.75,8119.0
2021-05-09,Connecticut,341593.375,8124.0
2021-05-10,Connecticut,342132.375,8131.125
2021-05-11,Connecticut,342558.5,8136.625
2021-05-12,Connecticut,342955.875,8142.125
2021-05-13,Connecticut,343336.0,8147.625
2021-05-14,Connecticut,343672.875,8152.875
2021-05-15,Connecticut,343955.25,8157.375
2021-05-16,Connecticut,344237.625,8161.875
2021-05-17,Connecticut,344602.75,8169.0
2021-05-18,Connecticut,344874.625,8174.5
2021-05-19,Connecticut,345123.875,8180.5
2021-05-20,Connecticut,345375.5,8186.375
2021-05-21,Connecticut,345589.625,8191.875
2021-05-22,Connecticut,345758.125,8196.75
2021-05-23,Connecticut,345926.625,8201.625
2021-05-24,Connecticut,346143.375,8207.375
2021-05-25,Connecticut,346300.0,8210.75
2021-05-26,Connecticut,346457.5,8214.375
2021-05-27,Connecticut,346606.125,8217.625
2021-05-28,Connecticut,346754.5,8221.375
2021-05-29,Connecticut,346881.5,8224.625
2021-05-30,Connecticut,347008.5,8227.875
2021-05-31,Connecticut,347135.5,8231.125
2021-06-01,Connecticut,347242.0,8234.25
2021-06-02,Connecticut,347340.25,8237.5
2021-06-03,Connecticut,347436.25,8239.75
2021-06-04,Connecticut,347530.5,8241.75
2021-06-05,Connecticut,347599.25,8242.75
2021-06-06,Connecticut,347668.0,8243.75
2021-06-07,Connecticut,347761.375,8245.625
2021-06-08,Connecticut,347863.0,8247.75
2021-06-09,Connecticut,347950.375,8249.375
2021-06-10,Connecticut,348030.5,8251.0
2021-06-11,Connecticut,348105.75,8253.0
2021-06-12,Connecticut,348163.125,8254.875
2021-06-13,Connecticut,348220.5,8256.75
2021-06-14,Connecticut,348292.25,8258.875
2021-06-15,Connecticut,348346.375,8260.125
2021-06-16,Connecticut,348397.125,8261.375
2021-06-17,Connecticut,348438.75,8262.5
2021-06-18,Connecticut,348482.0,8263.75
2021-06-19,Connecticut,348521.375,8264.875
2021-06-20,Connecticut,348560.75,8266.0
2021-06-21,Connecticut,348611.625,8267.0
2021-06-22,Connecticut,348653.75,8268.0
2021-06-23,Connecticut,348693.625,8269.0
2021-06-24,Connecticut,348747.75,8270.125
2021-06-25,Connecticut,348813.375,8271.25
2021-06-26,Connecticut,348870.25,8271.875
2021-06-27,Connecticut,348927.125,8272.5
2021-06-28,Connecticut,349001.625,8273.25
2021-06-29,Connecticut,349069.625,8274.125
2021-06-30,Connecticut,349138.375,8275.0
2021-07-01,Connecticut,349206.75,8276.0
2021-07-02,Connecticut,349267.125,8276.625
2021-07-03,Connecticut,349311.625,8277.125
2021-07-04,Connecticut,349356.125,8277.625
2021-07-05,Connecticut,349400.625,8278.125
2021-07-06,Connecticut,349449.375,8278.5
2021-07-07,Connecticut,349504.625,8278.75
2021-07-08,Connecticut,349560.375,8278.875
2021-07-09,Connecticut,349633.125,8278.875
2021-07-10,Connecticut,349694.75,8278.875
2021-07-11,Connecticut,349756.375,8278.875
2021-07-12,Connecticut,349826.75,8278.875
2021-07-13,Connecticut,349922.875,8278.875
2021-07-14,Connecticut,350014.75,8278.875
2021-07-15,Connecticut,350113.875,8279.375
2021-07-16,Connecticut,350223.5,8279.75
2021-07-17,Connecticut,350311.75,8280.125
2021-07-18,Connecticut,350400.0,8280.5
2021-07-19,Connecticut,350539.375,8280.875
2021-07-20,Connecticut,350697.25,8281.25
2021-07-21,Connecticut,350857.875,8281.625
2021-07-22,Connecticut,351037.75,8282.5
2021-07-23,Connecticut,351225.375,8283.0
2021-07-24,Connecticut,351395.625,8283.5
2021-07-25,Connecticut,351565.875,8284.0
2021-07-26,Connecticut,351809.75,8284.75
2021-07-27,Connecticut,352063.5,8285.5
2021-07-28,Connecticut,352338.875,8286.25
2021-07-29,Connecticut,352628.125,8287.625
2021-07-30,Connecticut,352941.875,8288.5
2021-07-31,Connecticut,353229.125,8289.375
2021-08-01,Connecticut,353516.375,8290.25
2021-08-02,Connecticut,353959.25,8291.125
2021-08-03,Connecticut,354401.5,8291.625
2021-08-04,Connecticut,354849.875,8292.125
2021-08-05,Connecticut,355329.875,8293.125
2021-08-06,Connecticut,355858.875,8293.5
2021-08-07,Connecticut,356326.5,8293.875
2021-08-08,Connecticut,356794.125,8294.25
2021-08-09,Connecticut,357422.625,8294.625
2021-08-10,Connecticut,357929.875,8295.125
2021-08-11,Connecticut,358478.375,8295.75
2021-08-12,Connecticut,359052.5,8297.625
2021-08-13,Connecticut,359613.875,8299.0
2021-08-14,Connecticut,360083.875,8300.375
2021-08-15,Connecticut,360553.875,8301.75
2021-08-16,Connecticut,361221.5,8303.125
2021-08-17,Connecticut,361838.375,8304.125
2021-08-18,Connecticut,362495.0,8305.375
2021-08-19,Connecticut,363104.125,8309.5
2021-08-20,Connecticut,363674.375,8313.25
2021-08-21,Connecticut,364176.875,8317.0
2021-08-22,Connecticut,364679.375,8320.75
2021-08-23,Connecticut,365376.125,8324.25
2021-08-24,Connecticut,366009.125,8327.75
2021-08-25,Connecticut,366613.375,8331.625
2021-08-26,Connecticut,367242.0,8337.625
2021-08-27,Connecticut,367902.375,8341.125
2021-08-28,Connecticut,368508.875,8343.75
2021-08-29,Connecticut,369115.375,8346.375
2021-08-30,Connecticut,369892.0,8349.0
2021-08-31,Connecticut,370599.75,8351.875
2021-09-01,Connecticut,371262.625,8354.75
2021-09-02,Connecticut,371929.875,8362.125
2021-09-03,Connecticut,372581.75,8367.0
2021-09-04,Connecticut,373135.125,8371.5
2021-09-05,Connecticut,373688.5,8376.0
2021-09-06,Connecticut,374241.875,8380.5
2021-09-07,Connecticut,374826.625,8385.125
2021-09-08,Connecticut,375402.875,8392.25
2021-09-09,Connecticut,375968.375,8399.5
2021-09-10,Connecticut,376526.25,8403.25
2021-09-11,Connecticut,377001.0,8407.0
2021-09-12,Connecticut,377475.75,8410.75
2021-09-13,Connecticut,378119.0,8414.5
2021-09-14,Connecticut,378893.5,8421.0
2021-09-15,Connecticut,379516.625,8427.5
2021-09-16,Connecticut,380156.125,8431.5
2021-09-17,Connecticut,380910.375,8437.375
2021-09-18,Connecticut,381586.5,8442.25
2021-09-19,Connecticut,382262.625,8447.125
2021-09-20,Connecticut,383119.5,8451.875
2021-09-21,Connecticut,383857.125,8458.5
2021-09-22,Connecticut,384524.75,8463.25
2021-09-23,Connecticut,385216.125,8467.75
2021-09-24,Connecticut,385833.0,8474.5
2021-09-25,Connecticut,386256.875,8479.25
2021-09-26,Connecticut,386680.75,8484.0
2021-09-27,Connecticut,387285.125,8500.25
2021-09-28,Connecticut,387777.875,8520.75
2021-09-29,Connecticut,388277.625,8539.75
2021-09-30,Connecticut,388736.75,8557.875
2021-10-01,Connecticut,389212.125,8578.75
2021-10-02,Connecticut,389628.75,8597.375
2021-10-03,Connecticut,390045.375,8616.0
2021-10-04,Connecticut,390599.125,8634.625
2021-10-05,Connecticut,391023.75,8643.75
2021-10-06,Connecticut,391426.375,8648.875
2021-10-07,Connecticut,391841.25,8653.625
2021-10-08,Connecticut,392299.125,8658.375
2021-10-09,Connecticut,392666.875,8660.5
2021-10-10,Connecticut,393034.625,8662.625
2021-10-11,Connecticut,393402.375,8664.75
2021-10-12,Connecticut,393817.125,8666.875
2021-10-13,Connecticut,394210.5,8671.75
2021-10-14,Connecticut,394670.25,8676.75
2021-10-15,Connecticut,395123.25,8683.125
2021-10-16,Connecticut,395512.625,8689.5
2021-10-17,Connecticut,395902.0,8695.875
2021-10-18,Connecticut,396434.75,8702.25
2021-10-19,Connecticut,397056.125,8709.0
2021-10-20,Connecticut,397541.375,8715.75
2021-10-21,Connecticut,398047.875,8717.75
2021-10-22,Connecticut,398497.5,8721.75
2021-10-23,Connecticut,398885.375,8724.375
2021-10-24,Connecticut,399273.25,8727.0
2021-10-25,Connecticut,399773.5,8729.625
2021-10-26,Connecticut,400162.125,8733.875
2021-10-27,Connecticut,400504.25,8737.75
2021-10-28,Connecticut,400853.75,8741.5
2021-10-29,Connecticut,401205.0,8746.875
2021-10-30,Connecticut,401499.625,8750.0
2021-10-31,Connecticut,401794.25,8753.125
2021-11-01,Connecticut,402192.875,8756.5
2021-11-02,Connecticut,402530.625,8761.125
2021-11-03,Connecticut,402885.5,8764.125
2021-11-04,Connecticut,403252.125,8767.125
2021-11-05,Connecticut,403603.375,8772.0
2021-11-06,Connecticut,403901.625,8775.25
2021-11-07,Connecticut,404199.875,8778.5
2021-11-08,Connecticut,404615.75,8781.75
2021-11-09,Connecticut,404966.25,8786.75
2021-11-10,Connecticut,405331.875,8790.875
2021-11-11,Connecticut,405716.125,8795.0
2021-11-12,Connecticut,406103.75,8799.125
